IPN,MPN,Manufacturer,Description,Resistance,Symbol,Footprint,Tolerance,Turns,Datasheet,LCSC,MPN TBC,DigiKey_PN,Mouser_PN,DigiKey_Price,Mouser_Price,Price_Range,Price_LastSynced_UTC
RVR-0000-1001,3314J-1-102E,Bourns,TRIMMER 1K OHM 0.25W J LEAD TOP,1K,g-pas:R_Potentiometer_Trim_US,g-rvr:Potentiometer_Bourns_3314J_Vertical,20.00%,1,https://www.bourns.com/docs/Product-Datasheets/3314.pdf,C124640,"ST-4ETA102, 23AR1KLFTR, TS53YJ102MR10"
