IPN,Value,MPN,Manufacturer,Description,Symbol,Footprint,Datasheet,LCSC,MPN2,DigiKey_PN,Mouser_PN,DigiKey_Price,Mouser_Price,Price_Range,Price_LastSynced_UTC
RFM-0000-0001,3670128,3670128,Würth Elektronik,WE-SHC TWO-PIECE SEAMLESS SHIELD,g-rfm:RFShield_TwoPieces,g-rfm:H_Wurth_WE-SHC-SEAMLESS-FRAME_3670128,https://www.we-online.com/components/products/datasheet/3670128.pdf,C4365834,MS128-10F
